sentence_id	source	article_id	genre	topic	category	sent_idx	n_clean	url	text	in_quote	text_marked	member	label	izvor_oznake	pravilo
bli-74228882674-001	blic	74228882674	vest	pol-drustvo	drustvo	1	19	https://www.blic.rs/vesti/drustvo/jeziva-svedocenja-gradjana-nakon-snaznog-zemljotresa-na-kosovu/y3lykfm	Potres se dogodio 19 kilometara istočno od Prizrena i 15 kilometara severozapadno od Tetova.		Potres se dogodio 19 kilometara istočno od Prizrena i 15 kilometara severozapadno od Tetova.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
bli-74351411120-039	blic	74351411120	vest	pol-drustvo	beograd	39	55	https://www.blic.rs/vesti/beograd/kruzer-viktorija-uplovio-u-zemun-nemacki-turisti-odusevljeni-srpskim-gostoprimstvom/y5mwrzk	Kažu da im je vodič pričao o Đerdapu i klisuri kroz koju će proći.		Kažu da im je vodič pričao o Đerdapu i klisuri kroz koju će proći.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
bli-74432851928-001	blic	74432851928	vest	pol-drustvo	drustvo	1	6	https://www.blic.rs/vesti/drustvo/besana-noc-za-lekare-u-ovom-gradu-u-srbiji-pacijenti-sa-povredama-zvali-hitnu/y6zec48	- Tokom dana su najčešće pomoć tražili pacijenti sa povredama, ali i oni koji se bore sa teškim bolestima poput karcinoma.		- Tokom dana su najčešće pomoć tražili pacijenti sa povredama, ali i oni koji se bore sa teškim bolestima poput karcinoma.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
bli-74843587221-034	blic	74843587221	vest	pol-drustvo	politika	34	51	https://www.blic.rs/vesti/politika/nada-radovan-tomanic-je-ratna-zlocinka-kakva-se-ne-pamti-zlostavljala-srpske-civile/ydrxthx	Najmlađi zatvorenik je imao 13 godina, a najstariji 87.		Najmlađi zatvorenik je imao 13 godina, a najstariji 87.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
bli-78075228580-019	blic	78075228580	vest	pol-drustvo	beograd	19	35	https://www.blic.rs/vesti/beograd/zbog-nemanjinog-nestanka-redom-su-padale-glave-osumniceni-poubijani-misterija-traje/zv7z3xg	Drugi osumnjičeni za nestanak i ubistvo Medina ubijen je sredinom juna 2019. godine na Cetinju dok je sa prijateljima sedeo za stolom u jednom kafiću.		Drugi osumnjičeni za nestanak i ubistvo Medina ubijen je sredinom juna 2019. godine na Cetinju dok je sa prijateljima sedeo za stolom u jednom kafiću.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
bli-8050207320-001	blic	8050207320	vest	pol-drustvo	drustvo	1	6	https://www.blic.rs/vesti/drustvo/produzen-zimski-raspust-na-kosovu-zbog-obilnih-padavina-i-poplava/3p4vvq0	"Zbog poplava i pogoršane situacije u većini opština, kao i otežanog kretanja usled kontinuiranih padavina, odlučeno je da se zimski raspust produži za još dva dana“, navela je Arberie Nagavci na društvenim mrežama, prenosi KoSSev.		"Zbog poplava i pogoršane situacije u većini opština, kao i otežanog kretanja usled kontinuiranih padavina, odlučeno je da se zimski raspust produži za još dva dana“, navela je Arberie Nagavci na društvenim mrežama, prenosi KoSSev.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
bli-8162721914-003	blic	8162721914	vest	pol-drustvo	politika	3	6	https://www.blic.rs/vesti/politika/miodrag-linta-podici-spomenik-u-beogradu-deci-ubijenoj-u-ndh/3qzvgje	Kako navodi, NDH je bila jedina država u Evropi u kojoj su postojali logori za decu, i to u Sisku, Jastrebarskom, Reci kod Jastrebarskog i Gornjoj Rijeci kod Križevaca.		Kako navodi, NDH je bila jedina država u Evropi u kojoj su postojali logori za decu, i to u Sisku, Jastrebarskom, Reci kod Jastrebarskog i Gornjoj Rijeci kod Križevaca.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
bli-9099111866-001	blic	9099111866	vest	pol-drustvo	politika	1	5	https://www.blic.rs/vesti/politika/kosovska-policija-na-brnjaku-oduzela-pecat-i-dokumenta-na-srpskom-jeziku/46hdjne	Vozilom je upravljao muškarac sa Kosova i Metohije, a dokumenti i pečat su, po nalogu tužioca, oduzeti, prenosi Ekonomija onlajn.		Vozilom je upravljao muškarac sa Kosova i Metohije, a dokumenti i pečat su, po nalogu tužioca, oduzeti, prenosi Ekonomija onlajn.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-1034138882983-014	danas	1034138882983	kolumna	ekonomija	kolumna	14	65	https://www.danas.rs/kolumna/misa-brkic/naftna-mrlja-isprljala-srbiju/	I zašto rafinerija (naftna kompanija) mora da bude državna, može li privatna rafinerija (naftna kompanija) da snabdeva tržište i obezbedi nacionalni interes?		I zašto rafinerija (naftna kompanija) mora da bude državna, može li privatna rafinerija (naftna kompanija) da snabdeva tržište i obezbedi nacionalni interes?	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-1077299556444-012	danas	1077299556444	kolumna	kultura	kolumna	12	34	https://www.danas.rs/kolumna/dusko-bogdanovic/dekodiranje-diktatora/	Takva vladavina je zahtevala apsolutnu poslušnost i okruženost isključivo klimoglavacima koji su neprestano potvrđivali sve njegove odluke i tako mu, u svakoj prilici, pumpali eventualno poljuljano samopouzdanje.		Takva vladavina je zahtevala apsolutnu poslušnost i okruženost isključivo klimoglavacima koji su neprestano potvrđivali sve njegove odluke i tako mu, u svakoj prilici, pumpali eventualno poljuljano samopouzdanje.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-127084395572-001	danas	127084395572	vest	pol-drustvo	drustvo	1	10	https://www.danas.rs/vesti/drustvo/ubijen-muskarac-u-naselju-detelinara-u-novom-sadu-u-toku-potraga-za-pociniocem/	U toku je potraga za počionicem tog ubistva.		U toku je potraga za počionicem tog ubistva.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-127370657318-029	danas	127370657318	kolumna	pol-drustvo	kolumna	29	97	https://www.danas.rs/kolumna/milan-st-protic/i-told-you-so-didnt-i/	Tako se u Srbiji pobeđuje i čuva vlast.		Tako se u Srbiji pobeđuje i čuva vlast.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	usaglaseno	P4
dan-195060797729-005	danas	195060797729	kolumna	sport	kolumna	5	14	https://www.danas.rs/kolumna/ziva-vekecki/stub-srbstva-bez-srba/	Zvezdan Terzić, prvi čovek kluba iz LJutice Bogdana, u jednom intervju objavljenom prošle godine negde u ovo vreme između ostalog je rekao: „Mi smo dominantni u srpskim uslovima.		Zvezdan Terzić, prvi čovek kluba iz LJutice Bogdana, u jednom intervju objavljenom prošle godine negde u ovo vreme između ostalog je rekao: „Mi smo dominantni u srpskim uslovima.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-221656367654-018	danas	221656367654	kolumna	pol-drustvo	kolumna	18	23	https://www.danas.rs/kolumna/marko-vidojkovic/nenormalni-tv-program/	Bio bi to najbolji intervju koji je NDH1 ikada snimila.	Y	„Bio bi to najbolji intervju koji je NDH1 ikada snimila.“	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	usaglaseno	P6
dan-223022264918-008	danas	223022264918	kolumna	pol-drustvo	kolumna	8	24	https://www.danas.rs/kolumna/marko-vidojkovic/cale-i-cela-idu-iz-brisela/	Uostalom, kakvo je to ime za stranku, EPP?	Y	„Uostalom, kakvo je to ime za stranku, EPP?“	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	usaglaseno	P6
dan-273156172461-011	danas	273156172461	kolumna	pol-drustvo	kolumna	11	24	https://www.danas.rs/kolumna/dragoljub-petrovic/bio-jednom-jedan-misa-baculov/	Takođe, gledaoci će moći da vide kako Miša Bačulov šeta Las Vegasom dva dana pre nego što je Kolumbo otkrio Ameriku.		Takođe, gledaoci će moći da vide kako Miša Bačulov šeta Las Vegasom dva dana pre nego što je Kolumbo otkrio Ameriku.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	usaglaseno	—
dan-283305996123-005	danas	283305996123	vest	ekonomija	ekonomija	5	9	https://www.danas.rs/vesti/ekonomija/ministarka-trgovine-trgovinski-lanac-karfur-zainteresovan-za-ulazak-na-srpsko-trziste/	„Razgovarali smo o njihovim konkretnim planovima.		„Razgovarali smo o njihovim konkretnim planovima.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-300071456986-004	danas	300071456986	vest	pol-drustvo	politika	4	25	https://www.danas.rs/vesti/politika/vucevic-o-izborima-i-pomeranju-satora-ispred-skupstine/	Po njegovim rečima, lista SNS je u Zaječaru ostvarila „čistu“ pobedu posle koje će moći samostalno da formira lokalnu vlast.		Po njegovim rečima, lista SNS je u Zaječaru ostvarila „čistu“ pobedu posle koje će moći samostalno da formira lokalnu vlast.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-302863878731-007	danas	302863878731	kolumna	pol-drustvo	redakcijski-komentar	7	18	https://www.danas.rs/dijalog/redakcijski-komentar/neprijatelji-i-junaci/	Dok, kada ti isti „njegovi“ lome kosti studentima, oni postaju junaci.		Dok, kada ti isti „njegovi“ lome kosti studentima, oni postaju junaci.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-342624403880-003	danas	342624403880	kolumna	hronika	licni-stavovi	3	21	https://www.danas.rs/dijalog/licni-stavovi/sarena-prica-o-slucaju-senjak/	Događa se ubistvo u kojem je učestvovalo više lica, ispaljeno je desetak hitaca, ko zna iz koliko komada oružja i kojih kalibara.		Događa se ubistvo u kojem je učestvovalo više lica, ispaljeno je desetak hitaca, ko zna iz koliko komada oružja i kojih kalibara.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	usaglaseno	P3
dan-349129965166-016	danas	349129965166	kolumna	pol-drustvo	licni-stavovi	16	34	https://www.danas.rs/dijalog/licni-stavovi/licni-stav-dragana-delica-u-cemu-je-jedini-spas-za-sadasnju-vlast/	Evidentan je i destruktivan upliv lažnih opozicionih partija, pripadnika raznih službi, propagandista, preletača i političkih hohštaplera u vidu nabeđenih političkih analitičara.		Evidentan je i destruktivan upliv lažnih opozicionih partija, pripadnika raznih službi, propagandista, preletača i političkih hohštaplera u vidu nabeđenih političkih analitičara.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-350606325793-014	danas	350606325793	kolumna	pol-drustvo	kolumna	14	24	https://www.danas.rs/kolumna/dragoljub-petrovic/covek-koga-brane-vucic-anus-i-penis/	Samo dan nakon što su blokaderi demolirali porodični dom Dragana J. Vučićevića, Draža Petrović je u blokaderskom Danasu objavio skandalozne stihove u kojima poziva na linč Vučićevića. ‘Već mu je Srbija odbrojala dane’, napisao je, između ostalog, Petrović“.	Y	„Samo dan nakon što su blokaderi demolirali porodični dom Dragana J. Vučićevića, Draža Petrović je u blokaderskom Danasu objavio skandalozne stihove u kojima poziva na linč Vučićevića. ‘Već mu je Srbija odbrojala dane’, napisao je, između ostalog, Petrović“.“	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-353908777753-008	danas	353908777753	kolumna	pol-drustvo	kolumna	8	28	https://www.danas.rs/kolumna/marko-vidojkovic/sta-sve-covek-radi-za-lajkove/	Za uspeh ove komplikovane operacije bilo je dovoljno da se uhvati (vodene) puške i njome pripuca na kola.		Za uspeh ove komplikovane operacije bilo je dovoljno da se uhvati (vodene) puške i njome pripuca na kola.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	usaglaseno	P10
dan-356165045608-002	danas	356165045608	vest	kultura	kultura	2	7	https://www.danas.rs/kultura/kultni-bend-the-necks-ponovo-u-beogradu-jedan-od-najvecih-bendova-na-svetu/	Sastav koji čine Chris Abrahams (klavir), Tony Buck (bubnjevi) i Lloyd Swanton (kontrabas), nastupa pred beogradskom publikom po četvrti put.		Sastav koji čine Chris Abrahams (klavir), Tony Buck (bubnjevi) i Lloyd Swanton (kontrabas), nastupa pred beogradskom publikom po četvrti put.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-359298452358-004	danas	359298452358	kolumna	pol-drustvo	kolumna	4	19	https://www.danas.rs/kolumna/marko-vidojkovic/baba-zvanga/	Niko me nije slušao, išli su da se kupaju u Dubai, Marijanu sam lepo rekla drži se domaće stoke, šta si navalio, kamile pa kamile, a on ne sluša.	Y	„Niko me nije slušao, išli su da se kupaju u Dubai, Marijanu sam lepo rekla drži se domaće stoke, šta si navalio, kamile pa kamile, a on ne sluša.“	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	usaglaseno	P6
dan-371249651231-043	danas	371249651231	kolumna	pol-drustvo	kolumna	43	70	https://www.danas.rs/kolumna/aleksej-kisjuhas/revolucija-pa-sta/	U tim slučajevima, reforma nije bila moguća.		U tim slučajevima, reforma nije bila moguća.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	usaglaseno	P4
dan-374730168556-003	danas	374730168556	kolumna	pol-drustvo	kolumna	3	12	https://www.danas.rs/kolumna/bozidar-andrejic/ljudi-sa-soliter-porcijama-nikad-neobjavljeno-prica-o-katakombi-adeli-i-ljupkim-lesinarima-3/	NJih je Diklić zvao lešinarima i voleo bih da ih je on samo tako zvao, jer je ružno rugati se tuđoj nesreći.		NJih je Diklić zvao lešinarima i voleo bih da ih je on samo tako zvao, jer je ružno rugati se tuđoj nesreći.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-388455945945-006	danas	388455945945	kolumna	pol-drustvo	kolumna	6	35	https://www.danas.rs/kolumna/nemanja-rujevic/i-zlobog-je-bog/	Pre koji mesec sa ovoga mesta (kolumna: „La lista existe“) upozoreno je da se režim doduše drži o tankom koncu i prva košava ili izbori mogu da ga odnesu, ali da naša prokleta opoziciona čaršija ima priliku da stvar uprska, ponajpre svojim sujetama i surevnjivostima, ograđivanjima i uskogrudošću.		Pre koji mesec sa ovoga mesta (kolumna: „La lista existe“) upozoreno je da se režim doduše drži o tankom koncu i prva košava ili izbori mogu da ga odnesu, ali da naša prokleta opoziciona čaršija ima priliku da stvar uprska, ponajpre svojim sujetama i surevnjivostima, ograđivanjima i uskogrudošću.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-390414344818-024	danas	390414344818	kolumna	pol-drustvo	licni-stavovi	24	40	https://www.danas.rs/dijalog/licni-stavovi/doktorka-protiv-svojih-kolega/	Zašto se onda lekari ne bune?		Zašto se onda lekari ne bune?	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	usaglaseno	—
dan-393301420124-013	danas	393301420124	kolumna	pol-drustvo	kolumna	13	25	https://www.danas.rs/kolumna/marko-vidojkovic/djubre-i-pare-za-hram/	„U jebem ti…“, mumlam i teturam se do posude sa svetom vodicom, da se umijem.		„U jebem ti…“, mumlam i teturam se do posude sa svetom vodicom, da se umijem.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	usaglaseno	P1
dan-41704243850-000	danas	41704243850	kolumna	svet	licni-stavovi	0	7	https://www.danas.rs/dijalog/licni-stavovi/pustiti-vucicevica-u-crnu-goru/	Crnogorska policija je 26. juna 2026. godine zabranila ulazak u Crnu Goru vlasniku „Informera“, Draganu J. Vučićeviću, uz obrazloženje da u kontinuitetu širi govor mržnje prema državi Crnoj Gori i njenim građanima.		Crnogorska policija je 26. juna 2026. godine zabranila ulazak u Crnu Goru vlasniku „Informera“, Draganu J. Vučićeviću, uz obrazloženje da u kontinuitetu širi govor mržnje prema državi Crnoj Gori i njenim građanima.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-419895962630-006	danas	419895962630	kolumna	pol-drustvo	licni-stavovi	6	30	https://www.danas.rs/dijalog/licni-stavovi/tekst-aleksandra-dikica-napisan-u-pritvoru-sedam-hiljada-sibirskih-sekundi-kroz-tamnicki-prozor/	Sav novac izvadite iz novčanika i stavite u džep od pantalona.	Y	„Sav novac izvadite iz novčanika i stavite u džep od pantalona.“	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-451304427954-016	danas	451304427954	vest	sport	sport	16	19	https://www.danas.rs/sport/tadija-dragicevic-zvezda/	– Sigurno Sale (trener Obradović prim. aut.) zna zašto mu ne daje minute u Evroligi, iako se meni čini da to zaslužuje.		– Sigurno Sale (trener Obradović prim. aut.) zna zašto mu ne daje minute u Evroligi, iako se meni čini da to zaslužuje.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	usaglaseno	P6
dan-472807206306-007	danas	472807206306	vest	pol-drustvo	politika	7	8	https://www.danas.rs/vesti/politika/evropska-komisija-srbija-prekrsila-briselski-sporazum-iz-2015/	U saopštenju policije se navodi da se M.L. „sumnjiči da je tokom 1998. i 1999. godine, kao pripadnik OVK, prošao selektivnu obuku, a potom učestvovao u napadima na pripadnike Ministarstva unutrašnjih poslova Srbije i Vojske Jugoslavije“.		U saopštenju policije se navodi da se M.L. „sumnjiči da je tokom 1998. i 1999. godine, kao pripadnik OVK, prošao selektivnu obuku, a potom učestvovao u napadima na pripadnike Ministarstva unutrašnjih poslova Srbije i Vojske Jugoslavije“.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-473030740077-034	danas	473030740077	vest	pol-drustvo	drustvo	34	44	https://www.danas.rs/vesti/drustvo/katanci-otkazi-i-beg-od-medija-ko-je-celnica-niske-gimnazije-stevan-sremac-cija-se-ostavka-trazi-na-protestu/	Vlasnica je diplome master hemičara, a studirala je, po navodima dela zaposlenih, 16 godina.		Vlasnica je diplome master hemičara, a studirala je, po navodima dela zaposlenih, 16 godina.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	usaglaseno	P7
dan-477652944950-002	danas	477652944950	vest	pol-drustvo	drustvo	2	20	https://www.danas.rs/vesti/drustvo/nis-protest-informativni-bilten/	Vukašin Stanojević sa Prirodno-matematičkog fakulteta istakao je na skupu da je opšte poznato još od 15. marta da aktuelni režim nema nikakav legitimitet.		Vukašin Stanojević sa Prirodno-matematičkog fakulteta istakao je na skupu da je opšte poznato još od 15. marta da aktuelni režim nema nikakav legitimitet.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-485685474589-010	danas	485685474589	kolumna	pol-drustvo	kolumna	10	12	https://www.danas.rs/kolumna/vladimir-jokic/proslava/	Asistira mu još jedan iz plejade ontologa sa hroničnim metasemantizmom dr Gangula Šapić.		Asistira mu još jedan iz plejade ontologa sa hroničnim metasemantizmom dr Gangula Šapić.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-510123298899-000	danas	510123298899	kolumna	pol-drustvo	licni-stavovi	0	18	https://www.danas.rs/dijalog/licni-stavovi/buducnost-vucicevih-ljudi/	Da li je neko dao savet Vučićevim ljudima da će Prvog novembra, ili negde oko tog datuma, „asteroid udariti našu planetu“?		Da li je neko dao savet Vučićevim ljudima da će Prvog novembra, ili negde oko tog datuma, „asteroid udariti našu planetu“?	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-52164773530-021	danas	52164773530	kolumna	pol-drustvo	kolumna	21	24	https://www.danas.rs/kolumna/marko-selic-marcelo/sifrovano-udvaranje/	Nazad na početak priče: deceniju i kusur publika je sistematski dovođena u pacijentsko stanje loženja na ovaj džiberski mačizam.		Nazad na početak priče: deceniju i kusur publika je sistematski dovođena u pacijentsko stanje loženja na ovaj džiberski mačizam.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-524955297269-002	danas	524955297269	vest	pol-drustvo	drustvo	2	4	https://www.danas.rs/vesti/drustvo/privedeni-drzavljani-bih-kod-cacilenda-nisu-imali-prijavljen-boravak-kod-jedne-osobe-nadjen-bokser/	Prilikom provere utvrđeno je da nemaju prijavljen boravak na teritoriji Srbije.		Prilikom provere utvrđeno je da nemaju prijavljen boravak na teritoriji Srbije.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	usaglaseno	P7
dan-579711375602-013	danas	579711375602	kolumna	pol-drustvo	kolumna	13	25	https://www.danas.rs/kolumna/safeta-bisevac/pobeda-bez-porazenih/	NJihov procenat nije zanemarljiv i sigurno nisu svi „kompletni idioti“, što bi rekao Vučić.		NJihov procenat nije zanemarljiv i sigurno nisu svi „kompletni idioti“, što bi rekao Vučić.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-616629800977-008	danas	616629800977	kolumna	svet	kolumna	8	29	https://www.danas.rs/kolumna/pavle-simjanovic/vidimo-se-u-nekom-drugom-slobodnom-filmu/	Što je lepo, naročito ako ne podnosite turizam kao koncept, a još naročitije ako ne pominjete da vam se baba zvala Hagara Kajon.		Što je lepo, naročito ako ne podnosite turizam kao koncept, a još naročitije ako ne pominjete da vam se baba zvala Hagara Kajon.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-628001085166-015	danas	628001085166	kolumna	pol-drustvo	licni-stavovi	15	41	https://www.danas.rs/dijalog/licni-stavovi/prvi-put-vucic-nije-onako-huliganski-mahao-pesnicama/	A da vas onda pitam i zašto nije tako napisao i evo vi podneli i Zakon Roditelj-Negovatelj?		A da vas onda pitam i zašto nije tako napisao i evo vi podneli i Zakon Roditelj-Negovatelj?	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-636811335761-001	danas	636811335761	vest	sport	sport	1	7	https://www.danas.rs/sport/srbija-saznala-poslednjeg-rivala-u-kvalifikacijama-za-mundobasket/	Srbija će biti u grupi sa Turskom, Bosnom i Hercegovinom, a sada je saznala ime i poslednjeg rivala u grupi.		Srbija će biti u grupi sa Turskom, Bosnom i Hercegovinom, a sada je saznala ime i poslednjeg rivala u grupi.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-699151381405-019	danas	699151381405	kolumna	pol-drustvo	kolumna	19	33	https://www.danas.rs/kolumna/safeta-bisevac/reci-i-lazireci/	Ali nit je Srbija uređena nit je država.		Ali nit je Srbija uređena nit je država.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-738596140573-017	danas	738596140573	kolumna	kultura	kolumna	17	32	https://www.danas.rs/kolumna/pavle-simjanovic/zakoni-levitskog-uzasa/	Nije li pogrešno činiti bogougodne stvari zato što se nadate nagradi, i kloniti se greha samo zato što vodi ka kazni?		Nije li pogrešno činiti bogougodne stvari zato što se nadate nagradi, i kloniti se greha samo zato što vodi ka kazni?	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-750327860714-007	danas	750327860714	kolumna	svet	licni-stavovi	7	25	https://www.danas.rs/dijalog/licni-stavovi/nema-plakanja-u-kazinu/	Ovakva retorika probudila je Evropsku uniju, koja se iznenada setila Povelje Ujedinjenih nacija, teritorijalne celovitosti i suvereniteta država.		Ovakva retorika probudila je Evropsku uniju, koja se iznenada setila Povelje Ujedinjenih nacija, teritorijalne celovitosti i suvereniteta država.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-755167115591-019	danas	755167115591	kolumna	pol-drustvo	kolumna	19	21	https://www.danas.rs/kolumna/bozidar-andrejic/ekskluziva-stara-50-godina-praksa-3/	Hteo sam još da opišem kako sam stresno u govoru „sa najvišeg mesta“ (nije Tito!) naučio sve o „pokrivalici“, a zaboravio sam potpuno da sam i posle radio montaže.		Hteo sam još da opišem kako sam stresno u govoru „sa najvišeg mesta“ (nije Tito!) naučio sve o „pokrivalici“, a zaboravio sam potpuno da sam i posle radio montaže.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	usaglaseno	P5
dan-760585665622-026	danas	760585665622	kolumna	pol-drustvo	licni-stavovi	26	40	https://www.danas.rs/dijalog/licni-stavovi/zar-to-nije-dovoljno-da-stanemo-uz-njih/	Ona ne želi građanina koji odlučuje, već onoga koji ponuđeno prihvata.		Ona ne želi građanina koji odlučuje, već onoga koji ponuđeno prihvata.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-762897715204-018	danas	762897715204	vest	ekonomija	ekonomija	18	37	https://www.danas.rs/vesti/ekonomija/djajic-ne-postoji-razlog-da-se-rusi-zgrada-zeleznicke-stanice/	„Neposredno nakon pada nadstrešnice apelovao sam da se zatvori zgrada za korišćenje, a posle je to tražio i nadzor, firma Utiber.		„Neposredno nakon pada nadstrešnice apelovao sam da se zatvori zgrada za korišćenje, a posle je to tražio i nadzor, firma Utiber.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-799233598578-019	danas	799233598578	vest	svet	svet	19	28	https://www.danas.rs/svet/gordon-braun-optuznice-putin-ukrajina/	Zato ostaje samo poseban tribunal za gonjenje Putinovog osnovnog zločina – planiranja, pripreme i izvršenja invazije, okupacije i pokušaja aneksije Ukrajine, koji datiraju još od invazije na Krim 2014. godine.		Zato ostaje samo poseban tribunal za gonjenje Putinovog osnovnog zločina – planiranja, pripreme i izvršenja invazije, okupacije i pokušaja aneksije Ukrajine, koji datiraju još od invazije na Krim 2014. godine.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	usaglaseno	P4
dan-809962852959-015	danas	809962852959	vest	svet	svet	15	22	https://www.danas.rs/svet/ema-broks-dzefri-epstin-fajlovi/	„Ljudi govore stvari samo da bi što pre prekinuli razgoivor s nekim preko telefona“, rekla je, misleći na ponudu da uzme Epstinov mejl koji ga prikazuje u dobrom svetlu i „iskopa, nalepi i pošalje Arijani Hafington“.	Y	„Ljudi govore stvari samo da bi što pre prekinuli razgoivor s nekim preko telefona“, rekla je, misleći na ponudu da uzme Epstinov mejl koji ga prikazuje u dobrom svetlu i „iskopa, nalepi i pošalje Arijani Hafington“.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-829739063252-004	danas	829739063252	vest	pol-drustvo	drustvo	4	8	https://www.danas.rs/vesti/drustvo/slobodan-univerzitet-centar-za-drustvenu-stabilnost-preti-profesorima-univerziteta-u-novom-sadu/	„Posebno zabrinjava činjenica da se u ovim napadima ne targetira samo profesionalni rad naših kolega, već se zadire i u njihov privatni život, čime se dodatno podstiče atmosfera linča i pritiska“, naveo je Slobodan univerzitet.		„Posebno zabrinjava činjenica da se u ovim napadima ne targetira samo profesionalni rad naših kolega, već se zadire i u njihov privatni život, čime se dodatno podstiče atmosfera linča i pritiska“, naveo je Slobodan univerzitet.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-835985637654-001	danas	835985637654	vest	pol-drustvo	drustvo	1	4	https://www.danas.rs/vesti/drustvo/u-cacku-veceras-skup-podrske-dijani-hrka/	Skup će se održati pod sloganom „Majka nije sama, majka mora ostati među nama!“.		Skup će se održati pod sloganom „Majka nije sama, majka mora ostati među nama!“.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-836641463989-012	danas	836641463989	kolumna	pol-drustvo	kolumna	12	55	https://www.danas.rs/kolumna/dusko-bogdanovic/letnje-seme-2/	Imao sam tih godina rukovodioce koji su razumeli moje letnje ludorije.		Imao sam tih godina rukovodioce koji su razumeli moje letnje ludorije.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
